"product_id","category_name","weight_g","length_cm","height_cm","width_cm"
"e61caffc1ebf51e5bf5c21fb662c7fd5","sports_leisure",4800,60,30,15
"0d583ce841dc5bd5e37f8d1e4ba82a75","cool_stuff",1300,36,16,24
"73c73b7c84961aa5dd3167af90e5e9f7","auto",220,18,14,17
"e1cd293df773881f472c5d6830344b4a","baby",5700,41,17,49
"e26a05e0827a5538f98c30890bb4d8c7","luggage_accessories",450,20,40,30
"bfb92e5584692e66d7d8ee00fdd06a6b","fashion_shoes",2000,32,12,37
"dc9f9d745356560d0306fac256275d41","telephony",100,19,3,11
"e1bc6613512995fe58517b2355da2ae6","cool_stuff",1100,30,20,23
"3359a19bc0ce7022f8fe0989d3e1f40d","stationery",1400,38,40,39
"cc2fdb03e1ab63983d5f9443e37e40ea","toys",250,20,14,12
"3d48703bd14b745aac26722f3009e499","sports_leisure",1050,25,20,14
"17098ca7da1ea178c6a8ad161f094a62","stationery",500,24,7,16
"9085c0c50c76aaa34a15e52edb9a1088","health_beauty",1467,23,16,20
"24d074c283a95698705493e2397d4ad6","fashion_bags_accessories",100,16,5,11
"5ae70e7ca3f9c873e9afdf857ab11ca5","stationery",100,16,5,16
"1428564b212cada14cfa3248f86d2d34","stationery",300,23,7,15
"987afe63b59ef342d38b4aadc7055606","sports_leisure",950,60,15,15
"157e17e5ca3715d16edd4510e4c5faf8","garden_tools",250,17,3,11
"199f1d9f54d699f1e522cabca2c5cad3","computers",12000,27,50,53
"f385a94d97567739c7f0e9339910dfa7","auto",921,17,9,16
"f87200d89586bc13b1af5ad9ca11549c","home_construction",10000,60,25,25
"661c39ac1ec2cf535c3a73226060fc22","watches_gifts",250,16,11,11
"cd61f1f72d532dd3d5bf656f06495da5","cool_stuff",1200,44,20,20
"2af3f5f35c17055eb053b5f628840c24","construction_tools_construction",4800,25,8,25
"607e78f6f2e69aedc16d84ed171c74ef","pet_shop",700,40,20,20
"289b5fda6af4dd936bf8e37394762a21","health_beauty",1050,18,21,27
"26ad95c5e25651edc20e30cdce9a3288","small_appliances",350,20,20,20
"c738aeb416ce9c2d77ed1c242cf2302a","perfumery",422,21,16,18
"0a80a5553feef1e6395790686db1e392","watches_gifts",317,19,13,16
"b9c95852a020d40961296e08074d7e69","agro_industry_and_commerce",16400,63,66,56
"f75c5a456baffbba6dc9eb06965d10a9","health_beauty",938,29,22,23
"4a658cf1cd817b62ce6755d658c4576d","health_beauty",2700,21,16,31
"ade169d23d4191123c0a7ed50fe2753a","bed_bath_table",1750,30,18,30
"e489a42c19c09ad2ada59c36463966b3","garden_tools",3850,29,12,24
"569c9d5700cb9fcfc8cc8f9e6f53b562","perfumery",267,17,13,17
"90e60f4340bbc4a6685514e068a97047","musical_instruments",16200,55,40,40
"f3b96ebbac03d2ccd7313678b7087681","bed_bath_table",1400,38,9,27
"719f7e8de3851ede4b17d289d10531c5","bed_bath_table",6450,100,10,11
"7e63fe5b5648f155ff15493995e23fc7","furniture_decor",2300,105,3,70
"9bc10c206d5bc002a380784eebbbd937","computers_accessories",300,25,8,18
"5a73cc52f8dac4f8d81ed68c9146328c","sports_leisure",600,50,10,12
"bc5dd14679dc4a9a4985d1904746d6dc","health_beauty",3600,20,20,20
"21d0fc6fa072f753c73ebd2a243b7767","health_beauty",150,20,24,33
"77e087f45e405156b3bd6817ee743b52","sports_leisure",400,16,4,11
"fd2395cee046e2e9f95468fd71a7c174","telephony",100,18,6,11
"152a69ed9d0df996e3dd354e8ca442a4","furniture_decor",800,53,8,20
"8ac45cfc8fba78ab633c69a4fb965690","auto",5250,47,19,23
"dc828417ef49193f94774ff0c341990e","auto",200,35,4,26
"a35fdc40faa647bac72efd036e036887","watches_gifts",335,17,11,12
"43baf05537c544d57cdec7fff8ba533e","bed_bath_table",1300,50,12,12
"84d06462a04c7164872efa8494565410","furniture_decor",150,35,2,25
"bed327cfd293156710241ef7ec38869d","computers_accessories",367,16,4,11
"d501dd4cba078f7b2ab8ddaa6aab9170","watches_gifts",250,16,2,11
"074ea4577b713fe43aeaf4b920abb436","furniture_decor",8500,75,25,55
"556d997bbd9149c3e4143d9b009d3dca","baby",2150,42,25,15
"3c6d017946f73b39ad1067166302d828",NA,650,17,14,12
"bb83e70ed9e2d5195f6b66879bf68b5a","sports_leisure",150,16,5,11
"12bd2d8da54b7db85d370c12e5d3e754","bed_bath_table",650,27,10,22
"cda8071a49f5e26f282a9f19fe3f5708","small_appliances",2700,20,26,32
"70521c9c98d1b2cd44abc4f63c34f757","housewares",1200,23,22,16
"3178e62c7574b8bed60cf5fec6fe7854","furniture_living_room",6050,55,10,46
"4d5537e03c1ca45b2b86ea88419d3ed1","sports_leisure",150,16,6,11
"024fb5d5268fbf1fe5ac95a07cfaa585","home_construction",1050,16,20,16
"8478e1cc65a96e51d8b48b4cfd4fd83c","pet_shop",1350,23,7,30
"2ad4fcd3600989ae0ffcbad60a1ac714","housewares",600,36,6,19
"8e23498b8acb3c89ed1726c67067d132","furniture_decor",1000,30,18,18
"997e8ea09d2a32d1f5b3fadb4bec614f","bed_bath_table",1550,43,8,33
"256f5f7887aaba249fe163599b11d736","bed_bath_table",2700,45,13,35
"dd9094b82e925edeaaeaa38120e16c3e","telephony",200,19,5,11
"75799521a097d4b107228f48661f00f6","luggage_accessories",800,38,8,28
"3b2ac76404c9e17e04d8fa2351e39511","perfumery",377,18,13,15
"c5cb37b8928797f708f8f93628815e45","sports_leisure",400,45,22,43
"59f6b513d8af1a5c9f65cce86522e2cd","signaling_and_security",450,16,5,16
"303b1717dca878faa7c786c87f78595f","air_conditioning",2000,32,51,16
"8e0a3f475dbdd6567d292b9d10498018","fashion_bags_accessories",300,16,2,11
"1b395dada23501fb8a806435bd7361ba","furniture_decor",250,26,14,14
"ee142a331bf22719d1e2510535473735","sports_leisure",1950,60,15,15
"3910dc385175610f48f3b8a75624b017","telephony",500,16,15,11
"f54f01c351842a114300df0e632d92e2",NA,300,16,7,20
"b2d0cdba9af4c0eda8ee2c78a66eb376","art",7900,70,15,70
"e173324e0084c9341e52b7f795057818","bed_bath_table",1800,41,9,34
"34b330be60098f015f5558771125f2fe","garden_tools",900,37,3,23
"c7fffd8f249c6cb245bd89c30599bdb8","fashion_bags_accessories",200,16,2,11
"6b9d3c98104dd23c2d09fe1e5f85fcbc","baby",4500,80,70,28
"5188a40c9dba3e51a821d72a9e972d8f","consoles_games",250,21,7,15
"08364d142ddcccb07bc67abbe07c77e1","housewares",550,16,25,12
"b7f0757fefd16f254611e72887d9a62f","luggage_accessories",1100,39,12,28
"9e27eaa28c578ef7908117564d2b95dd","bed_bath_table",3600,40,20,40
"132811faae530589f5046c13a3f5b770","consoles_games",100,16,3,11
"af54461e4c18283cd78634a3f0e946a9","sports_leisure",150,16,18,16
"77ee85918c308f4c0a15065d07282953","sports_leisure",3775,18,13,16
"1331f00872055663ae57a28f187df639","cool_stuff",1400,25,20,20
"3de34fc77646d8a2426c4db39b966442","consoles_games",900,22,7,18
"ebcffe1ae34d3e08d99d1f50d7115779","watches_gifts",250,20,12,20
"790304d7023da3c6201efaa86109c327","toys",350,21,9,16
"a3cff2399100b0e512d98b5df7b7eb45",NA,200,20,20,20
"c4da149ee2b55066a28a20055edffef9","baby",1800,18,32,27
"933d5d356f7d95ca1c5418e03d1805d9","furniture_living_room",5050,50,8,50
"4f5e12b3fd78e225fb41ccea05a752d6","auto",27100,50,50,50
"009627b824c43d5099464473213a2c27","home_appliances",1500,65,8,38
"0b4f5bfa9a666c170812113dc13a670c","watches_gifts",500,16,11,11
"b28b484d327c5ee341ab5e3539fe69a1","bed_bath_table",350,16,10,16
"c6b3b47cf9a64df4abf978ff3e458a72","auto",500,16,12,17
"33ea1ab4b2ef9cb8d4865db3d798cf18","sports_leisure",1000,20,20,20
"c328ba92eec352d60d2f65d05bcb168f",NA,18500,41,30,41
"75e778cd5a05a6dbf11f5bf2fa738728","toys",300,24,11,24
"ee8f6405a156281ed649ba9aa91b728b","health_beauty",250,16,2,20
"cf30afafe85ac25b7397935f891ee588","health_beauty",10700,40,40,40
"5c9ab359cd5d83e71509373984e5a82a","housewares",1700,32,21,22
"6e5062c0f9e3a6d99001b7c9850156f6","garden_tools",7700,39,28,25
"633bd66d546836b61c6327984137dc90","sports_leisure",5200,20,60,35
"7bb4ef1668d066be0904953e266da584","telephony",125,17,10,14
"e49b4bf6945b9bfb2812460d4cdd0aea","office_furniture",15700,58,28,58
"f60bcbab2737168cdc362fcc89142f31","watches_gifts",350,16,11,11
"ea960dd38f0620c51c4f0a5994036b4e","sports_leisure",213,16,10,13
"7070b11f95d4f47c1119aa55c5a9502c","fashion_bags_accessories",150,16,11,11
"f558f6cff372df8c40958782f0e83b9e","auto",18200,56,15,15
"b26cd5cb5e2c07a74233928464eb12bc","housewares",850,18,21,15
"579cb91ccc9e1e8e5d86efd466c1c81b","home_construction",1050,16,20,16
"28331a08a9e76df07c5958c2edb39567","fashion_bags_accessories",200,16,9,11
"7b195eaacc9d1698dfe43d9ad5bc9dd1","housewares",300,16,15,11
"7207812ca34353729ac488bdb4181333","computers_accessories",200,23,9,13
"e2e8aff64354a1ef2b8be2143dbb6cc4","sports_leisure",800,20,25,25
"88d724e53d163a7cd42db6660af2c6e9","stationery",200,24,7,14
"5fd336f28b150d74ae399c6096f062dc","sports_leisure",698,46,10,14
"be63596cee45921d38419bcb69117abe","telephony",350,17,4,12
"88499bb6466822e0c566d5552c8d2da9","books_general_interest",1000,24,5,17
"2c0cf3244deb91f982b3b7108fa5dbae","computers_accessories",783,21,13,28
"8459c153becbeecfb2232f183fa1839f","perfumery",600,20,20,20
"17b513f5df8b19c95f4536a5586a1199","toys",11650,55,30,30
"faea6a9082e50578bdd92362240d8897","costruction_tools_tools",400,16,2,11
"b1b1c742ded361ed2a0be955ab7d10bf","toys",3050,40,10,40
"77ef3edd01354ac43e37716573eadc77","telephony",100,16,3,11
"e2418457dfca7fb56b34e15853b06486","garden_tools",16500,40,25,26
"33ebb26b5a3ad657d100c2e7d795b406","housewares",750,34,14,24
"42826493614b6bed851ebd97265c75b6","fashion_underwear_beach",250,36,4,20
"a2b72fb95c296d0e253bc919eaa60208","luggage_accessories",2300,84,14,20
"7a0bec8983b92f61de36d48e66c552ec","electronics",1350,33,12,26
"537d67d44cb2e297e07ef83f8a83f36a","housewares",530,17,20,20
"df65ac55844ea338264283cf727b4e80","auto",1300,20,20,20
"0a07ae3d08360c5b26545ef138d5f240","fashion_shoes",4000,57,14,36
"517dd79f510ad5b7e54178c529e5dda3","sports_leisure",8150,20,20,20
"4ff49ecb3e8ea65626c31886163d3e28","construction_tools_construction",2200,16,2,11
"f4491a2c76920cf7a59a88aac082abce","health_beauty",1150,20,25,20
"ed60643cf18092e8d3e07d9bb086236e","watches_gifts",200,16,2,11
"c2b76d52b149a4bff505a633154c392b","furniture_decor",400,16,20,16
"89ca8fff1c479542df8f0256493150d5","furniture_decor",600,29,12,23
"e07efc890adfab29f1ed793e64746d7d",NA,300,35,7,12
"36a6e2bcb46d8dc3f9f54b6bbee1c162","bed_bath_table",1200,16,10,16
"ff8b03d111425cea1c9ac608eac98f94","cool_stuff",10664,61,63,35
"1285faf97be88a5015eb857a65abdfc9","housewares",1800,50,12,36
"9d3f87ce93bc8e4384b5ef18221d7669","sports_leisure",500,16,2,11
"a352a0c017a52e5d22b2b3bcb87a86a2","stationery",258,19,12,19
"f639a38e4b6e93f5605492c8112f6748","stationery",1400,16,44,37
"9e2012bf4767bc86f6ed5e9e42f48d4c","toys",400,35,7,35
"9f53cf5e42ef110f930bac95fe56da12","air_conditioning",1300,30,10,30
"fbbdd6f3fdf4aafded2ce91adbe545b1","bed_bath_table",1000,30,10,25
"0fb2e28037ae36256c5705e3000b7ceb","pet_shop",1300,30,10,18
"8763ec40cd27b976644557a11a52fe1b","toys",3305,38,36,19
"af2911643b6177f67a074df51d8130bc","baby",6000,75,15,50
"e3e3d5b1ddec9d2c205de99364635efc","computers_accessories",300,35,5,25
"30aac0c02bfb8d3726396905261477f7","bed_bath_table",250,20,2,15
"eeb3b00361dec7df3ffcaaabf176aa8b","perfumery",400,18,11,11
"1e1438e619a1bf90294e447ae0c13f69","electronics",250,16,10,30
"1727bd5a0f291b7288641db9248c5985","toys",1250,29,19,22
"0d0e02db32a9edc894c8500bff583d72","fashion_male_clothing",950,40,6,40
"081e6350f8c44e5ffe816b7a2b06f8b6","pet_shop",2000,30,34,17
"a18797f69054d0242f10a0e4f0c6940b","baby",13575,71,81,44
"5503f966cf3c849772b93449767e336f","health_beauty",667,17,16,16
"792888fa0ed1fc91a96761190b93beb6","watches_gifts",267,17,11,12
"9dc21e359826af28420575dfdf94ad7e","bed_bath_table",1750,45,20,40
"ad0e77319cd4f4e6b2dfa69680772060","health_beauty",150,16,12,11
"06c845c828e5df6d19e16fb40001b14c","toys",10550,65,7,45
"e9a0679232d285bb1b28214acb8bcdd6","housewares",1725,100,35,16
"86e46d2167224ee2aabb863550490e52","luggage_accessories",700,45,10,31
"aab730c5b0d21829790e3d75bc383828","sports_leisure",400,34,16,16
"fb1812158f27e7323b72142df5434b97","stationery",300,30,10,20
"9fd55307a9afebf159e681069d7955f6","home_construction",5850,60,25,25
"e82d54e75a82ae69c0d4a1c44a601dc5","watches_gifts",267,17,11,13
"f2dd5363da005290127da2d1fd825015","bed_bath_table",1500,39,12,25
"a685b95b3eed0461737e4555a475e89c","cool_stuff",400,24,16,14
"42b32ca7785a7abf11a064b6e27abf3b","sports_leisure",1300,31,32,31
"853a08e574a8a4dd34b65217c72a9293","housewares",400,16,10,14
"ddf1459c8175e0a5d052a7efe8aa9824","art",150,25,2,19
"cab82aec4af0f4381d4af1af71654020","health_beauty",650,25,13,14
"97f9fdb879ba3e2978acc0c4477db20d","consoles_games",706,32,8,38
"0bb7a938c5bb4f63e12285c8a9d2c30e","fashion_bags_accessories",300,25,10,25
"4c06b4a7782246575e44113fbeef2f63","bed_bath_table",4850,75,5,50
"46485b9049e7aa0de4ac657e826b5dd4","auto",825,20,24,15
"a39f5005c827d8f55e9be9e5dde28fd3","computers_accessories",600,46,3,15
"25601d080ae8a71b46a0915d527e9416","sports_leisure",700,23,9,11
"c658bda424b8fd6e49f70d5a195eb668","furniture_decor",300,40,10,27
"f483deb779152f6f76bbf43fe2e16e63","housewares",1270,17,14,17
"44e5c6d7190b1eefdd4f5356e7056caa","costruction_tools_tools",450,20,2,11
"1f58490ffa0dd6c4fc952987344a7e9d",NA,2200,16,2,11
"638228d95ca8abccc76cc089ec75c58b","home_appliances",150,18,8,13
"65463dd342593c72b937c1d867845a7a","garden_tools",200,16,3,11
"c8b532a4edf0c8948351c1df949cbb63","kitchen_dining_laundry_garden_furniture",10893,33,88,44
"0d1ed65582da0caacb76a49f5373d8df","housewares",1800,25,7,20
"e075d407467dab649aa568e01218b611","toys",1220,20,33,22
"ff3f823ef93303c82e357342fa2de75e","health_beauty",360,30,19,22
"9f07d5504b7c11ad8fdac91937fba9ed","electronics",175,22,11,15
"6a5a452c7f019463d78770443f9fbcc8","pet_shop",1900,50,13,70
"c93419a2182d35caaef0a96cab77f839","sports_leisure",250,20,20,20
"3916b16a0f16b0f37d93be9ad5214dad","baby",6950,85,11,50
"c0a072cf7a309bab13634f4ec5df8778","housewares",1100,55,5,40
"512780f4c64e41a57a89142cc2be4b47","baby",300,17,7,24
"9973e62b91888f6a3f8c044b210af841","office_furniture",16500,58,28,58
"934da742079a633551ae1a7c94095874","luggage_accessories",300,16,23,19
"9a1f4b5f2862139ccf6bebf22342d63c","electronics",1836,61,6,24
"d25d4d16b7db33d9197566a95516de7b","health_beauty",175,18,22,16
"98aed43cc63c182655eb1507a8e6963a","toys",675,22,24,21
"a4725fe7921d899a3a11c7e42f6b850f","sports_leisure",200,26,5,20
"bf1b2184bfe393c5ff3027deda8de290","industry_commerce_and_business",1200,30,20,30
"2d5ef7b95359cb1e71f148145eb7b08a","computers_accessories",200,39,2,30
"a2fb3d37d1fd99df3e5b2d8da27c7685","office_furniture",16100,63,61,24
"8ed44806567c6f960e946e0fe4cccac8","telephony",117,19,4,12
"4b79e982810e96b12273163c5d874e37","fixed_telephony",455,36,18,27
"c54ef5403c4659cd361ead77d42ad1bf","bed_bath_table",550,16,10,16
"16484ef4a83597b651461354292b7c71","fashion_shoes",750,22,12,33
"22d7220d21365115d89a3d421c6ede81","cool_stuff",586,18,11,13
"85add4e0d85e8ddbc99448eebe92e410","construction_tools_lights",540,16,27,16
"86ff351119aa8d77baebdf4ec9dd5834","sports_leisure",3700,30,20,20
"cf02bd8bea639e76eb54ab28a8d99381","housewares",3150,30,17,30
"6ca0fa2606b77bf7eff340177f97a4a6","bed_bath_table",2100,53,27,40
"b5afaf781cfe737ee13c4d44bd9b395f","construction_tools_safety",314,20,19,18
"197ee59fe0ddf6d81278cf51ee52f482","bed_bath_table",550,23,15,23
"d915711fb59e6ffe925e1755ba417213","auto",13825,70,35,49
"4e31ac7d468edc6ddb02c1293c87fac8","bed_bath_table",850,40,6,50
"1d2e1a1ec146cbd3358e91bf8f4b206b","baby",250,21,4,13
"8580ab42b10d4622a27da677c7956829","toys",400,20,20,20
"a3383f9c2813a83ccbac40b2451a3231","perfumery",400,16,20,15
"a805b967831b21a45096a74328418912","consoles_games",200,16,2,16
"667d6ba35a46d72b3f7a6e98f453846a","auto",250,20,20,20
"c53fe5160e3cd6af8b80ca302c297b47","computers_accessories",1950,17,11,12
"53971b96da3922c942473ddb8e1eea9f","furniture_decor",300,35,10,25
"3a3f5d017526719be93043114cd719c4","watches_gifts",1050,30,45,11
"e866cf45f6f993aca431eb5a6669eb1e","auto",400,16,7,11
"436008ef9993c2ed1aaf39b35fa0a128","musical_instruments",1000,56,9,22
"fbc39852dd0b7a5bc1509c175b990679","sports_leisure",150,16,16,11
"d4c00d888d6d0b4372f866b4faa409eb","health_beauty",7000000,16,16,16
"e9dc8dcb73ec73c49ac3c4ef9719c6b4","consoles_games",450,17,7,17
"f5171289fed135c08da09f92cb95a966","health_beauty",2000,30,12,16
"d96219991861e9eb93bfca9bc7019198","construction_tools_construction",21400,20,20,20
"9c047572aa1b11537601c81155394998",NA,300,16,7,11
"d53c2c9aaf7683f042b097e49156ed0f","computers_accessories",188,20,16,15
"4c76fdce0205dcea9ad01efb64dbfabe","furniture_decor",300,16,30,20
"89e80db9fcd04116c7cb1dbed7bb82dc","fashion_bags_accessories",13600,26,60,40
"80c8bd859438ee6ddb6f4b3e483cb305","furniture_decor",800,25,25,25
"591cd058f89f2f71f7008c07162f3d3f",NA,300,18,8,14
"1181dae612e91b832c322409983b0a22","furniture_decor",1400,65,12,12
"4d869d0fad07b0c432d51ee985443a3c","watches_gifts",650,13,11,12
"6b1464343dec91025e85e2b9b3251a72","construction_tools_construction",600,26,17,17
"e31d0f0e05fd59ce6aeae6c05bcc03a8","furniture_decor",3000,69,11,11
"63f939806df693eb0e2b8478131099b0","luggage_accessories",950,46,10,33
"0d444ca89a0b30ed6c31c0d969ee89c6","furniture_decor",17400,42,35,42
"5d4ff17030865c95fb2de957552c2339","fashion_male_clothing",300,16,2,11
"8563bbd6316698d82fbc12e36033d88f","computers_accessories",700,20,20,20
"936cc9028ec135c374d9f9ca2feeb652","pet_shop",625,21,16,17
"f400dfbd8aa4e95db126211053fcf12d","garden_tools",3250,32,14,22
"e70bad9c61dc15304020172efb2c17f6","fashion_shoes",1500,22,12,33
"c71694cb4a951d40e0f843ccdf2cbfe2","bed_bath_table",250,32,3,23
"f5647e23e4cb0425d4ad9fc5f11d9c4e","garden_tools",425,31,6,12
"6b459961a84fb7ed11cb51b3c0a32206","air_conditioning",150,20,8,13
"f4dc64ac677c7eca9745fc786306e4ed","furniture_decor",350,68,8,13
"f9d3a741a9b2397829d971f2962bcead","fashion_shoes",300,29,7,16
"3294e00642ef71c338d2f165daa9e417","telephony",100,19,3,11
"6b6391f1f9b213b69de3461b3d1846a7","auto",550,16,21,18
"0e116ba1a24186f105e52af3bad1be7e","auto",250,16,27,15
"78a18b3576d3d4f57c68ae5b476fd4db","auto",1000,26,40,20
"e1348aee53c8798c16a300e0e7cfbe9c","housewares",14850,35,102,35
"7775fb3e0814e3a28faa683f8c969d60","baby",850,42,25,15
"de2a56f1b7ab806a666ccace5eeb5776","consoles_games",1850,28,14,19
"f94d81ee3e8682c01a08be8faa76e7ff","fashion_bags_accessories",300,16,2,11
"01503698892706a9108f83717ce3fdb5","telephony",200,19,4,11
"1f54556a3b39b3f6a38c14189e46750d","health_beauty",150,22,3,15
"8c385b0bcced3c4999dca04316971764","sports_leisure",900,16,16,16
"c43a43742e872cd05df24d3adc663823","garden_tools",1900,44,19,19
"46fe4a750d03841f4c50249c966c14f1","bed_bath_table",1450,45,10,15
"94843ba32e580262076d3492385fc8ca","books_technical",1100,29,3,21
"88af47d8e135f4f796a26b7febbeeeab","sports_leisure",200,16,11,11
"21040c2d660e9a72cb1f710a47d05d80","sports_leisure",12600,20,10,20
"93d7dfde496c3d135225fb85adbb879b","health_beauty",1450,25,25,16
"8629e73624f49c96ab1361b3db1b3ee5","cool_stuff",800,42,25,15
"2e62adb417237e2cb6d57b4d84179f07","perfumery",1300,22,14,14
"819ade405d2a5ae91a8f484f67575611","health_beauty",150,22,3,15
"3563cff0a8ab699edf21522e53cf1893","electronics",200,20,20,20
"57f50f7ed688df64586eeecdf162b8fe","garden_tools",11450,23,43,35
"90f21d479e0fdbc0f5642cc73eb9182c","furniture_decor",2200,20,20,20
"efd0c167968071310da6d5a7ea0f3a3a","home_appliances_2",13200,66,19,67
"89ce7b1203adba93c20456427d335df4","fashion_bags_accessories",200,16,2,11
"de6e90f140b1cbcd8be32f8f3abeaded","consoles_games",150,19,11,11
"9de11044f428488a5c7157c1204174dd","musical_instruments",3350,30,30,30
"e2b17d8137bb3094e4902472cae83802","bed_bath_table",2200,42,11,36
"9a05676b36e72a930abb80487fd2531b","office_furniture",30000,50,50,30
"df2eeaf48c93defe59aa7cf049cc07cd","baby",500,30,8,35
"3c042c430eab7c6c908745a011c46155","bed_bath_table",1800,45,10,34
"ee0ae495c57f7ca81604992dc5b6d4cb",NA,200,22,14,14
"57c53aa85df915521374f3bbadf1fa8f","party_supplies",1300,70,11,11
"a1d8741aa8500e500b2ffda913aefa94","fashion_bags_accessories",150,16,9,11
"3639187abae72ddff6f83396e3020deb","luggage_accessories",700,19,48,35
"0ada9d1844c1b0534bcbac309a8b216e","luggage_accessories",2900,40,55,30
"417337a36c82acdce33f52fb8d4672fb","fashion_bags_accessories",200,16,9,11
"23bb865ca138cded5ee4b610b98b0d83","health_beauty",300,16,18,16
"014fcf6ace17125754ff8c9225bbce99","stationery",200,23,7,15
"78166c3edad54892f03b892e725924dc","bed_bath_table",700,49,4,50
"07fa9ceec550b8628f2c7b442ab3093f","telephony",200,17,13,16
"de10424ee8327ecaf0b4fb2a4d249a3b","air_conditioning",7800,105,10,40
"9df7a3ad08816d864c0f3bf2b1ed8902","stationery",550,16,4,11
"f83560a6e4d966b8381ce6b03502f02e","watches_gifts",200,16,2,11
"475c5c9df3786190bd3978aa2c2f3e9a","bed_bath_table",1000,30,7,24
"58117c653525e44b75c4fe23aa8b546c","stationery",1000,26,8,33
"9bfcd33520547ce6418cb3979220d3bc","construction_tools_lights",1450,60,5,30
"7953574fe07367b8a1d19dcdf0993493","office_furniture",5850,45,55,16
"fd2cc3cb9f5ba72a4d97cc809f5a3f8f","baby",8300,45,25,45
"1ef88ea94d58e6dc47845b7421b86a37","sports_leisure",1800,28,12,18
"efa2458e79be18d7b01eec8771b76ffa","sports_leisure",900,26,6,13
"f8a01ef3ac4769ee958e7e3adf6154f0","sports_leisure",415,19,19,19
"3dd4244af1deaea29637b2d0701e50fe","telephony",103,21,6,14
"eacce6a4088ebf523885d12b925aa64f","auto",500,20,8,14
"be0808b4c8fc445d60cb1b32a1fcb46b","stationery",600,16,6,11
"3a888e5951b0f19417ff49e459c48746","computers_accessories",4750,18,22,30
